query,context,label,source,query_length
"summarize article cnn -- new york time rejected essay sen. john mccain wrote defending iraq war policy. sen. john mccain wrote op-ed new york times, paper said could not publish written. piece response op-ed sen. barack obama published","NEW: Paper says rejection part of standard back-and-forth procedure .
John McCain writes essay in defending his Iraq policy .
New York Times suggests McCain submit piece that mirrors Barack Obama's .
Paper: Obama's essay had new information, McCain's critiqued Obama's positions .",M,CNN,324
world beautiful woman declared beyonce national magazine,"In September 2010, Beyoncé made her runway modelling debut at Tom Ford's Spring/Summer 2011 fashion show. She was named ""World's Most Beautiful Woman"" by People and the ""Hottest Female Singer of All Time"" by Complex in 2012. In January 2013, GQ placed her on its cover, featuring her atop its ""100 Sexiest Women of the 21st Century"" list. VH1 listed her at number 1 on its 100 Sexiest Artists list. Several wax figures of Beyoncé are found at Madame Tussauds Wax Museums in major cities around the wo",S,SQuAD,82
beyoncé receive legend award,"Beyoncé has received numerous awards. As a solo artist she has sold over 15 million albums in the US, and over 118 million records worldwide (a further 60 million additionally with Destiny's Child), making her one of the best-selling music artists of all time. The Recording Industry Association of America (RIAA) listed Beyoncé as the top certified artist of the 2000s, with a total of 64 certifications. Her songs ""Crazy in Love"", ""Single Ladies (Put a Ring on It)"", ""Halo"", and ""Irreplaceable"" are",S,SQuAD,42
summarize article cnn -- canada announced wednesday dispatch warship somalia coast protect u.n. aid ship pirate attacks. canadian frigate hmcs ville de quebec escort ship carrying food aid somalia. canada stepping plate tasking ville de quebec rol,"Canada to send 440-foot frigate to help aid reach ports safely .
Mission must be authorized by Somalia's transitional government .
80 percent of U.N.'s food aid to Somalia sent by ship .
Heavily armed pirates frequently hijack cargo ships off Horn of Africa .",M,CNN,324
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
What color is the sky?,Basic knowledge or simple fact question.,S,synthetic,22
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
What are the main causes of World War I?,Moderate explanation or descriptive answer required.,M,synthetic,40
many faculty member notre dame hesburgh left role president,"The Rev. Theodore Hesburgh, C.S.C., (1917–2015) served as president for 35 years (1952–87) of dramatic transformations. In that time the annual operating budget rose by a factor of 18 from $9.7 million to $176.6 million, and the endowment by a factor of 40 from $9 million to $350 million, and research funding by a factor of 20 from $735,000 to $15 million. Enrollment nearly doubled from 4,979 to 9,600, faculty more than doubled 389 to 950, and degrees awarded annually doubled from 1,212 to 2,500",S,SQuAD,85
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
"ronald reagan nickname,","In the film Knute Rockne, All American, Knute Rockne (played by Pat O'Brien) delivers the famous ""Win one for the Gipper"" speech, at which point the background music swells with the ""Notre Dame Victory March"". George Gipp was played by Ronald Reagan, whose nickname ""The Gipper"" was derived from this role. This scene was parodied in the movie Airplane! with the same background music, only this time honoring George Zipp, one of Ted Striker's former comrades. The song also was prominent in the movi",S,SQuAD,42
Critically assess the role of social media in shaping political polarization.,"Complex, analytical or critical reasoning required.",A,synthetic,77
saw co-written canadian singer born 1940,"['Diana Trask', 'Mounira El Mahdeya', 'Carl Henry (singer)']",A,HotpotQA,71
What is the largest planet?,Basic knowledge or simple fact question.,S,synthetic,27
Analyze the economic impacts of climate change on developing countries.,"Complex, analytical or critical reasoning required.",A,synthetic,71
suicide attack located inside forward operating base chapman,"['Forward Operating Base Delhi massacre', 'Forward Operating Base Inkerman', '2004 Forward Operating Base Marez bombing']",A,HotpotQA,75
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
summarize article editor note glenn beck headline news nightly 7 9 et. glenn beck say always question conventional wisdom. new york cnn -- people survived great depression one money buy everybody else selling. -- grandfather . learned lot,"Glenn Beck lays out the DEFCONOMY scale .
Beck ponders: Will the economy collapse into ""The Greater Depression""?
""Maybe now it's time to look at a worst-case scenario,"" he says .
Then again, maybe not: Be prepared is the key .",M,CNN,324
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
What color is the sky?,Basic knowledge or simple fact question.,S,synthetic,22
sauce fill bifi carazza referred italian,"['Tomato sauce', 'Louisiana Hot Sauce', 'Skoda 100 mm Model 1916']",A,HotpotQA,71
What is water made of?,Basic knowledge or simple fact question.,S,synthetic,22
What color is the sky?,Basic knowledge or simple fact question.,S,synthetic,22
Critically assess the role of social media in shaping political polarization.,"Complex, analytical or critical reasoning required.",A,synthetic,77
"summarize article mental floss -- word vice president john nance garner, vice presidency worth pitcher warm piss. vice president aaron burr best known shooting killing alexander hamilton duel 1804. may true, character held job definitely","Chester Arthur maintained lucrative employment as the collector for port of NY .
Andrew Johnson took his 1865 vice-presidential oath drunk and belligerent as hell .
Aaron Burr tried to conspire with Napoleon to conquer Florida, but failed .
Both Aaron Burr and John Breckenridge were charged with treason .",M,CNN,324
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
What is 2+2?,Basic knowledge or simple fact question.,S,synthetic,12
Analyze the economic impacts of climate change on developing countries.,"Complex, analytical or critical reasoning required.",A,synthetic,71
"cast guardian born south korean singer, actor, fashion designer television presenter","['Kelly Osbourne', 'Caroline Righton', 'Alien Huang']",A,HotpotQA,119
"radio comedy broadcast bbc radio 4 satirizes week news, early day featured voice english comedian born city 1969","['The Now Show', 'The Penny Dreadfuls Present...', ""I'm Sorry I Haven't a Clue""]",A,HotpotQA,158
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
publication considers crazy love one top 500 song time,"Her debut single, ""Crazy in Love"" was named VH1's ""Greatest Song of the 2000s"", NME's ""Best Track of the 00s"" and ""Pop Song of the Century"", considered by Rolling Stone to be one of the 500 greatest songs of all time, earned two Grammy Awards and is one of the best-selling singles of all time at around 8 million copies. The music video for ""Single Ladies (Put a Ring on It)"", which achieved fame for its intricate choreography and its deployment of jazz hands, was credited by the Toronto Star as h",S,SQuAD,85
